survey,question_concept_id,question,answer_concept_id,answer
Personal and Family Health History,43528814,Are you currently prescribed medications and/or receiving treatment for hyperthyroidism?,903096,PMI: Skip
Personal and Family Health History,43528814,Are you currently prescribed medications and/or receiving treatment for hyperthyroidism?,43529477,Are you currently prescribed medications and/or receiving treatment for hyperthyroidism? - No
Personal and Family Health History,43528814,Are you currently prescribed medications and/or receiving treatment for hyperthyroidism?,43530170,Are you currently prescribed medications and/or receiving treatment for hyperthyroidism? - Yes
Personal and Family Health History,43528815,Are you currently prescribed medications and/or receiving treatment for hypothyroidism?,903096,PMI: Skip
Personal and Family Health History,43528815,Are you currently prescribed medications and/or receiving treatment for hypothyroidism?,43529478,Are you currently prescribed medications and/or receiving treatment for hypothyroidism? - No
Personal and Family Health History,43528815,Are you currently prescribed medications and/or receiving treatment for hypothyroidism?,43530171,Are you currently prescribed medications and/or receiving treatment for hypothyroidism? - Yes
Personal and Family Health History,43528816,Are you currently prescribed medications and/or receiving treatment for other/unknown diabetes?,903096,PMI: Skip
Personal and Family Health History,43528816,Are you currently prescribed medications and/or receiving treatment for other/unknown diabetes?,43529499,Are you currently prescribed medications and/or receiving treatment for other/unknown diabetes? - No
Personal and Family Health History,43528816,Are you currently prescribed medications and/or receiving treatment for other/unknown diabetes?,43530193,Are you currently prescribed medications and/or receiving treatment for other/unknown diabetes? - Yes
Personal and Family Health History,43528817,Are you currently prescribed medications and/or receiving treatment for other/unknown thyroid condition(s)?,903096,PMI: Skip
Personal and Family Health History,43528817,Are you currently prescribed medications and/or receiving treatment for other/unknown thyroid condition(s)?,43529501,Are you currently prescribed medications and/or receiving treatment for other/unknown thyroid condition(s)? - No
Personal and Family Health History,43528817,Are you currently prescribed medications and/or receiving treatment for other/unknown thyroid condition(s)?,43530196,Are you currently prescribed medications and/or receiving treatment for other/unknown thyroid condition(s)? - Yes
Personal and Family Health History,43528819,Are you currently prescribed medications and/or receiving treatment for type 1 diabetes?,903096,PMI: Skip
Personal and Family Health History,43528819,Are you currently prescribed medications and/or receiving treatment for type 1 diabetes?,43529528,Are you currently prescribed medications and/or receiving treatment for type 1 diabetes? - No
Personal and Family Health History,43528819,Are you currently prescribed medications and/or receiving treatment for type 1 diabetes?,43530222,Are you currently prescribed medications and/or receiving treatment for type 1 diabetes? - Yes
Personal and Family Health History,43528820,Are you currently prescribed medications and/or receiving treatment for type 2 diabetes?,903096,PMI: Skip
Personal and Family Health History,43528820,Are you currently prescribed medications and/or receiving treatment for type 2 diabetes?,43529529,Are you currently prescribed medications and/or receiving treatment for type 2 diabetes? - No
Personal and Family Health History,43528820,Are you currently prescribed medications and/or receiving treatment for type 2 diabetes?,43530223,Are you currently prescribed medications and/or receiving treatment for type 2 diabetes? - Yes
Personal and Family Health History,43528821,"Are you currently prescribed medications and/or receiving treatment for blindness, all causes?",903096,PMI: Skip
Personal and Family Health History,43528821,"Are you currently prescribed medications and/or receiving treatment for blindness, all causes?",43529432,"Are you currently prescribed medications and/or receiving treatment for blindness, all causes? - No"
Personal and Family Health History,43528821,"Are you currently prescribed medications and/or receiving treatment for blindness, all causes?",43530126,"Are you currently prescribed medications and/or receiving treatment for blindness, all causes? - Yes"
Personal and Family Health History,43528822,Are you currently prescribed medications and/or receiving treatment for cataracts?,903096,PMI: Skip
Personal and Family Health History,43528822,Are you currently prescribed medications and/or receiving treatment for cataracts?,43529439,Are you currently prescribed medications and/or receiving treatment for cataracts? - No
Personal and Family Health History,43528822,Are you currently prescribed medications and/or receiving treatment for cataracts?,43530133,Are you currently prescribed medications and/or receiving treatment for cataracts? - Yes
Personal and Family Health History,43528823,Are you currently prescribed medications and/or receiving treatment for dry eyes?,903096,PMI: Skip
Personal and Family Health History,43528823,Are you currently prescribed medications and/or receiving treatment for dry eyes?,43529453,Are you currently prescribed medications and/or receiving treatment for dry eyes? - No
Personal and Family Health History,43528823,Are you currently prescribed medications and/or receiving treatment for dry eyes?,43530147,Are you currently prescribed medications and/or receiving treatment for dry eyes? - Yes
Personal and Family Health History,43528824,Are you currently prescribed medications and/or receiving treatment for farsightedness?,903096,PMI: Skip
Personal and Family Health History,43528824,Are you currently prescribed medications and/or receiving treatment for farsightedness?,43529461,Are you currently prescribed medications and/or receiving treatment for farsightedness? - No
Personal and Family Health History,43528824,Are you currently prescribed medications and/or receiving treatment for farsightedness?,43530155,Are you currently prescribed medications and/or receiving treatment for farsightedness? - Yes
Personal and Family Health History,43528825,Are you currently prescribed medications and/or receiving treatment for glaucoma?,903096,PMI: Skip
Personal and Family Health History,43528825,Are you currently prescribed medications and/or receiving treatment for glaucoma?,43529465,Are you currently prescribed medications and/or receiving treatment for glaucoma? - No
Personal and Family Health History,43528825,Are you currently prescribed medications and/or receiving treatment for glaucoma?,43530159,Are you currently prescribed medications and/or receiving treatment for glaucoma? - Yes
Personal and Family Health History,43528826,Are you currently prescribed medications and/or receiving treatment for severe hearing loss or partial deafness in one or both ears?,903096,PMI: Skip
Personal and Family Health History,43528826,Are you currently prescribed medications and/or receiving treatment for severe hearing loss or partial deafness in one or both ears?,43529468,Are you currently prescribed medications and/or receiving treatment for severe hearing loss or partial deafness in one or both ears? - No
Personal and Family Health History,43528826,Are you currently prescribed medications and/or receiving treatment for severe hearing loss or partial deafness in one or both ears?,43530187,Are you currently prescribed medications and/or receiving treatment for severe hearing loss or partial deafness in one or both ears? - Yes
Personal and Family Health History,43528827,Are you currently prescribed medications and/or receiving treatment for macular degeneration?,903096,PMI: Skip
Personal and Family Health History,43528827,Are you currently prescribed medications and/or receiving treatment for macular degeneration?,43529488,Are you currently prescribed medications and/or receiving treatment for macular degeneration? - No
Personal and Family Health History,43528827,Are you currently prescribed medications and/or receiving treatment for macular degeneration?,43530181,Are you currently prescribed medications and/or receiving treatment for macular degeneration? - Yes
Personal and Family Health History,43528828,Are you currently prescribed medications and/or receiving treatment for nearsightedness?,903096,PMI: Skip
Personal and Family Health History,43528828,Are you currently prescribed medications and/or receiving treatment for nearsightedness?,43529494,Are you currently prescribed medications and/or receiving treatment for nearsightedness? - No
Personal and Family Health History,43528828,Are you currently prescribed medications and/or receiving treatment for nearsightedness?,43530188,Are you currently prescribed medications and/or receiving treatment for nearsightedness? - Yes
Personal and Family Health History,43528829,Are you currently prescribed medications and/or receiving treatment for tinnitus?,903096,PMI: Skip
Personal and Family Health History,43528829,Are you currently prescribed medications and/or receiving treatment for tinnitus?,43529524,Are you currently prescribed medications and/or receiving treatment for tinnitus? - No
Personal and Family Health History,43528829,Are you currently prescribed medications and/or receiving treatment for tinnitus?,43530189,Are you currently prescribed medications and/or receiving treatment for tinnitus? - Yes
Personal and Family Health History,43528830,Are you currently prescribed medications and/or receiving treatment for chronic sinus infections?,903096,PMI: Skip
Personal and Family Health History,43528830,Are you currently prescribed medications and/or receiving treatment for chronic sinus infections?,43529443,Are you currently prescribed medications and/or receiving treatment for chronic sinus infections? - No
Personal and Family Health History,43528830,Are you currently prescribed medications and/or receiving treatment for chronic sinus infections?,43530137,Are you currently prescribed medications and/or receiving treatment for chronic sinus infections? - Yes
Personal and Family Health History,43528831,Are you currently prescribed medications and/or receiving treatment for hepatitis C?,903096,PMI: Skip
Personal and Family Health History,43528831,Are you currently prescribed medications and/or receiving treatment for hepatitis C?,43529472,Are you currently prescribed medications and/or receiving treatment for hepatitis C? - No
Personal and Family Health History,43528831,Are you currently prescribed medications and/or receiving treatment for hepatitis C?,43530165,Are you currently prescribed medications and/or receiving treatment for hepatitis C? - Yes
Personal and Family Health History,43528832,Are you currently prescribed medications and/or receiving treatment for HIV/AIDS?,903096,PMI: Skip
Personal and Family Health History,43528832,Are you currently prescribed medications and/or receiving treatment for HIV/AIDS?,43529475,Are you currently prescribed medications and/or receiving treatment for HIV/AIDS? - No
Personal and Family Health History,43528832,Are you currently prescribed medications and/or receiving treatment for HIV/AIDS?,43530168,Are you currently prescribed medications and/or receiving treatment for HIV/AIDS? - Yes
Personal and Family Health History,43528833,Are you currently prescribed medications and/or receiving treatment for tuberculosis?,903096,PMI: Skip
Personal and Family Health History,43528833,Are you currently prescribed medications and/or receiving treatment for tuberculosis?,43529527,Are you currently prescribed medications and/or receiving treatment for tuberculosis? - No
Personal and Family Health History,43528833,Are you currently prescribed medications and/or receiving treatment for tuberculosis?,43530221,Are you currently prescribed medications and/or receiving treatment for tuberculosis? - Yes
Personal and Family Health History,43528834,Are you currently prescribed medications and/or receiving treatment for recurrent urinary tract infections (UTI)/bladder infections?,903096,PMI: Skip
Personal and Family Health History,43528834,Are you currently prescribed medications and/or receiving treatment for recurrent urinary tract infections (UTI)/bladder infections?,43529531,Are you currently prescribed medications and/or receiving treatment for recurrent urinary tract infections (UTI)/bladder infections? - No
Personal and Family Health History,43528834,Are you currently prescribed medications and/or receiving treatment for recurrent urinary tract infections (UTI)/bladder infections?,43530225,Are you currently prescribed medications and/or receiving treatment for recurrent urinary tract infections (UTI)/bladder infections? - Yes
Personal and Family Health History,43528835,Are you currently prescribed medications and/or receiving treatment for acute kidney disease with no current dialysis?,903096,PMI: Skip
Personal and Family Health History,43528835,Are you currently prescribed medications and/or receiving treatment for acute kidney disease with no current dialysis?,43529419,Are you currently prescribed medications and/or receiving treatment for acute kidney disease with no current dialysis? - No
Personal and Family Health History,43528835,Are you currently prescribed medications and/or receiving treatment for acute kidney disease with no current dialysis?,43530113,Are you currently prescribed medications and/or receiving treatment for acute kidney disease with no current dialysis? - Yes
Personal and Family Health History,43528836,Are you currently prescribed medications and/or receiving treatment for kidney stones?,903096,PMI: Skip
Personal and Family Health History,43528836,Are you currently prescribed medications and/or receiving treatment for kidney stones?,43529482,Are you currently prescribed medications and/or receiving treatment for kidney stones? - No
Personal and Family Health History,43528836,Are you currently prescribed medications and/or receiving treatment for kidney stones?,43530175,Are you currently prescribed medications and/or receiving treatment for kidney stones? - Yes
Personal and Family Health History,43528837,Are you currently prescribed medications and/or receiving treatment for kidney disease with dialysis?,903096,PMI: Skip
Personal and Family Health History,43528837,Are you currently prescribed medications and/or receiving treatment for kidney disease with dialysis?,43529483,Are you currently prescribed medications and/or receiving treatment for kidney disease with dialysis? - No
Personal and Family Health History,43528837,Are you currently prescribed medications and/or receiving treatment for kidney disease with dialysis?,43530176,Are you currently prescribed medications and/or receiving treatment for kidney disease with dialysis? - Yes
Personal and Family Health History,43528838,Are you currently prescribed medications and/or receiving treatment for kidney disease without dialysis?,903096,PMI: Skip
Personal and Family Health History,43528838,Are you currently prescribed medications and/or receiving treatment for kidney disease without dialysis?,43529484,Are you currently prescribed medications and/or receiving treatment for kidney disease without dialysis? - No
Personal and Family Health History,43528838,Are you currently prescribed medications and/or receiving treatment for kidney disease without dialysis?,43530177,Are you currently prescribed medications and/or receiving treatment for kidney disease without dialysis? - Yes
Personal and Family Health History,43528839,Are you currently prescribed medications and/or receiving treatment for attention-deficit/hyperactivity disorder (ADHD)?,903096,PMI: Skip
Personal and Family Health History,43528839,Are you currently prescribed medications and/or receiving treatment for attention-deficit/hyperactivity disorder (ADHD)?,43529420,Are you currently prescribed medications and/or receiving treatment for attention-deficit/hyperactivity disorder (ADHD)? - No
Personal and Family Health History,43528839,Are you currently prescribed medications and/or receiving treatment for attention-deficit/hyperactivity disorder (ADHD)?,43530114,Are you currently prescribed medications and/or receiving treatment for attention-deficit/hyperactivity disorder (ADHD)? - Yes
Personal and Family Health History,43528841,Are you currently prescribed medications and/or receiving treatment for anxiety reaction/panic disorder?,903096,PMI: Skip
Personal and Family Health History,43528841,Are you currently prescribed medications and/or receiving treatment for anxiety reaction/panic disorder?,43529425,Are you currently prescribed medications and/or receiving treatment for anxiety reaction/panic disorder? - No
Personal and Family Health History,43528841,Are you currently prescribed medications and/or receiving treatment for anxiety reaction/panic disorder?,43530119,Are you currently prescribed medications and/or receiving treatment for anxiety reaction/panic disorder? - Yes
Personal and Family Health History,43528842,Are you currently prescribed medications and/or receiving treatment for bipolar disorder?,903096,PMI: Skip
Personal and Family Health History,43528842,Are you currently prescribed medications and/or receiving treatment for bipolar disorder?,43529429,Are you currently prescribed medications and/or receiving treatment for bipolar disorder? - No
Personal and Family Health History,43528842,Are you currently prescribed medications and/or receiving treatment for bipolar disorder?,43530123,Are you currently prescribed medications and/or receiving treatment for bipolar disorder? - Yes
Personal and Family Health History,43528843,Are you currently prescribed medications and/or receiving treatment for depression?,903096,PMI: Skip
Personal and Family Health History,43528843,Are you currently prescribed medications and/or receiving treatment for depression?,43529451,Are you currently prescribed medications and/or receiving treatment for depression? - No
Personal and Family Health History,43528843,Are you currently prescribed medications and/or receiving treatment for depression?,43530145,Are you currently prescribed medications and/or receiving treatment for depression? - Yes
Personal and Family Health History,43528844,Are you currently prescribed medications and/or receiving treatment for an eating disorder?,903096,PMI: Skip
Personal and Family Health History,43528844,Are you currently prescribed medications and/or receiving treatment for an eating disorder?,43529454,Are you currently prescribed medications and/or receiving treatment for an eating disorder? - No
Personal and Family Health History,43528844,Are you currently prescribed medications and/or receiving treatment for an eating disorder?,43530148,Are you currently prescribed medications and/or receiving treatment for an eating disorder? - Yes
Personal and Family Health History,43528845,Are you currently prescribed medications and/or receiving treatment for a personality disorder?,903096,PMI: Skip
Personal and Family Health History,43528845,Are you currently prescribed medications and/or receiving treatment for a personality disorder?,43529507,Are you currently prescribed medications and/or receiving treatment for a personality disorder? - No
Personal and Family Health History,43528845,Are you currently prescribed medications and/or receiving treatment for a personality disorder?,43530202,Are you currently prescribed medications and/or receiving treatment for a personality disorder? - Yes
Personal and Family Health History,43528846,Are you currently prescribed medications and/or receiving treatment for post-traumatic stress disorder (PTSD)?,903096,PMI: Skip
Personal and Family Health History,43528846,Are you currently prescribed medications and/or receiving treatment for post-traumatic stress disorder (PTSD)?,43529510,Are you currently prescribed medications and/or receiving treatment for post-traumatic stress disorder (PTSD)? - No
Personal and Family Health History,43528846,Are you currently prescribed medications and/or receiving treatment for post-traumatic stress disorder (PTSD)?,43530205,Are you currently prescribed medications and/or receiving treatment for post-traumatic stress disorder (PTSD)? - Yes
Personal and Family Health History,43528847,Are you currently prescribed medications and/or receiving treatment for schizophrenia?,903096,PMI: Skip
Personal and Family Health History,43528847,Are you currently prescribed medications and/or receiving treatment for schizophrenia?,43529513,Are you currently prescribed medications and/or receiving treatment for schizophrenia? - No
Personal and Family Health History,43528847,Are you currently prescribed medications and/or receiving treatment for schizophrenia?,43530208,Are you currently prescribed medications and/or receiving treatment for schizophrenia? - Yes
Personal and Family Health History,43528848,Are you currently prescribed medications and/or receiving treatment for a social phobia?,903096,PMI: Skip
Personal and Family Health History,43528848,Are you currently prescribed medications and/or receiving treatment for a social phobia?,43529518,Are you currently prescribed medications and/or receiving treatment for a social phobia? - No
Personal and Family Health History,43528848,Are you currently prescribed medications and/or receiving treatment for a social phobia?,43530213,Are you currently prescribed medications and/or receiving treatment for a social phobia? - Yes
Personal and Family Health History,43528850,Are you currently prescribed medications and/or receiving treatment for chronic fatigue?,903096,PMI: Skip
Personal and Family Health History,43528850,Are you currently prescribed medications and/or receiving treatment for chronic fatigue?,43529441,Are you currently prescribed medications and/or receiving treatment for chronic fatigue? - No
Personal and Family Health History,43528850,Are you currently prescribed medications and/or receiving treatment for chronic fatigue?,43530135,Are you currently prescribed medications and/or receiving treatment for chronic fatigue? - Yes
Personal and Family Health History,43528851,Are you currently prescribed medications and/or receiving treatment for concussion or loss of consciousness?,903096,PMI: Skip
Personal and Family Health History,43528851,Are you currently prescribed medications and/or receiving treatment for concussion or loss of consciousness?,43529446,Are you currently prescribed medications and/or receiving treatment for concussion or loss of consciousness? - No
Personal and Family Health History,43528851,Are you currently prescribed medications and/or receiving treatment for concussion or loss of consciousness?,43530140,Are you currently prescribed medications and/or receiving treatment for concussion or loss of consciousness? - Yes
Personal and Family Health History,43528852,"Are you currently prescribed medications and/or receiving treatment for dementia (includes Alzheimer's, vascular, etc.)?",903096,PMI: Skip
Personal and Family Health History,43528852,"Are you currently prescribed medications and/or receiving treatment for dementia (includes Alzheimer's, vascular, etc.)?",43529450,"Are you currently prescribed medications and/or receiving treatment for dementia (includes Alzheimer's, vascular, etc.)? - No"
Personal and Family Health History,43528852,"Are you currently prescribed medications and/or receiving treatment for dementia (includes Alzheimer's, vascular, etc.)?",43530144,"Are you currently prescribed medications and/or receiving treatment for dementia (includes Alzheimer's, vascular, etc.)? - Yes"
Personal and Family Health History,43528853,Are you currently prescribed medications and/or receiving treatment for epilepsy or seizure?,903096,PMI: Skip
Personal and Family Health History,43528853,Are you currently prescribed medications and/or receiving treatment for epilepsy or seizure?,43529458,Are you currently prescribed medications and/or receiving treatment for epilepsy or seizure? - No
Personal and Family Health History,43528853,Are you currently prescribed medications and/or receiving treatment for epilepsy or seizure?,43530152,Are you currently prescribed medications and/or receiving treatment for epilepsy or seizure? - Yes
Personal and Family Health History,43528854,Are you currently prescribed medications and/or receiving treatment for insomnia?,903096,PMI: Skip
Personal and Family Health History,43528854,Are you currently prescribed medications and/or receiving treatment for insomnia?,43529479,Are you currently prescribed medications and/or receiving treatment for insomnia? - No
Personal and Family Health History,43528854,Are you currently prescribed medications and/or receiving treatment for insomnia?,43530172,Are you currently prescribed medications and/or receiving treatment for insomnia? - Yes
Personal and Family Health History,43528855,Are you currently prescribed medications and/or receiving treatment for memory loss or impairment?,903096,PMI: Skip
Personal and Family Health History,43528855,Are you currently prescribed medications and/or receiving treatment for memory loss or impairment?,43529489,Are you currently prescribed medications and/or receiving treatment for memory loss or impairment? - No
Personal and Family Health History,43528855,Are you currently prescribed medications and/or receiving treatment for memory loss or impairment?,43530182,Are you currently prescribed medications and/or receiving treatment for memory loss or impairment? - Yes
Personal and Family Health History,43528856,Are you currently prescribed medications and/or receiving treatment for migraine headaches?,903096,PMI: Skip
Personal and Family Health History,43528856,Are you currently prescribed medications and/or receiving treatment for migraine headaches?,43529490,Are you currently prescribed medications and/or receiving treatment for migraine headaches? - No
Personal and Family Health History,43528856,Are you currently prescribed medications and/or receiving treatment for migraine headaches?,43530183,Are you currently prescribed medications and/or receiving treatment for migraine headaches? - Yes
Personal and Family Health History,43528857,Are you currently prescribed medications and/or receiving treatment for multiple sclerosis (MS)?,903096,PMI: Skip
Personal and Family Health History,43528857,Are you currently prescribed medications and/or receiving treatment for multiple sclerosis (MS)?,43529491,Are you currently prescribed medications and/or receiving treatment for multiple sclerosis (MS)? - No
Personal and Family Health History,43528857,Are you currently prescribed medications and/or receiving treatment for multiple sclerosis (MS)?,43530184,Are you currently prescribed medications and/or receiving treatment for multiple sclerosis (MS)? - Yes
Personal and Family Health History,43528858,Are you currently prescribed medications and/or receiving treatment for muscular dystrophy (MD)?,903096,PMI: Skip
Personal and Family Health History,43528858,Are you currently prescribed medications and/or receiving treatment for muscular dystrophy (MD)?,43529492,Are you currently prescribed medications and/or receiving treatment for muscular dystrophy (MD)? - No
Personal and Family Health History,43528858,Are you currently prescribed medications and/or receiving treatment for muscular dystrophy (MD)?,43530185,Are you currently prescribed medications and/or receiving treatment for muscular dystrophy (MD)? - Yes
Personal and Family Health History,43528859,Are you currently prescribed medications and/or receiving treatment for narcolepsy?,903096,PMI: Skip
Personal and Family Health History,43528859,Are you currently prescribed medications and/or receiving treatment for narcolepsy?,43529493,Are you currently prescribed medications and/or receiving treatment for narcolepsy? - No
Personal and Family Health History,43528859,Are you currently prescribed medications and/or receiving treatment for narcolepsy?,43530186,Are you currently prescribed medications and/or receiving treatment for narcolepsy? - Yes
Personal and Family Health History,43528860,Are you currently prescribed medications and/or receiving treatment for neuropathy?,903096,PMI: Skip
Personal and Family Health History,43528860,Are you currently prescribed medications and/or receiving treatment for neuropathy?,43529495,Are you currently prescribed medications and/or receiving treatment for neuropathy? - No
Personal and Family Health History,43528860,Are you currently prescribed medications and/or receiving treatment for neuropathy?,43530190,Are you currently prescribed medications and/or receiving treatment for neuropathy? - Yes
Personal and Family Health History,43528862,Are you currently prescribed medications and/or receiving treatment for Parkinson's disease?,903096,PMI: Skip
Personal and Family Health History,43528862,Are you currently prescribed medications and/or receiving treatment for Parkinson's disease?,43529504,Are you currently prescribed medications and/or receiving treatment for Parkinson's disease? - No
Personal and Family Health History,43528862,Are you currently prescribed medications and/or receiving treatment for Parkinson's disease?,43530199,Are you currently prescribed medications and/or receiving treatment for Parkinson's disease? - Yes
Personal and Family Health History,43528863,Are you currently prescribed medications and/or receiving treatment for restless leg syndrome?,903096,PMI: Skip
Personal and Family Health History,43528863,Are you currently prescribed medications and/or receiving treatment for restless leg syndrome?,43529512,Are you currently prescribed medications and/or receiving treatment for restless leg syndrome? - No
Personal and Family Health History,43528863,Are you currently prescribed medications and/or receiving treatment for restless leg syndrome?,43530207,Are you currently prescribed medications and/or receiving treatment for restless leg syndrome? - Yes
Personal and Family Health History,43528864,Are you currently prescribed medications and/or receiving treatment for spinal cord injury or impairment?,903096,PMI: Skip
Personal and Family Health History,43528864,Are you currently prescribed medications and/or receiving treatment for spinal cord injury or impairment?,43529519,Are you currently prescribed medications and/or receiving treatment for spinal cord injury or impairment? - No
Personal and Family Health History,43528864,Are you currently prescribed medications and/or receiving treatment for spinal cord injury or impairment?,43530214,Are you currently prescribed medications and/or receiving treatment for spinal cord injury or impairment? - Yes
Personal and Family Health History,43528865,Are you currently prescribed medications and/or receiving treatment for traumatic brain injury (TBI)?,903096,PMI: Skip
Personal and Family Health History,43528865,Are you currently prescribed medications and/or receiving treatment for traumatic brain injury (TBI)?,43529526,Are you currently prescribed medications and/or receiving treatment for traumatic brain injury (TBI)? - No
Personal and Family Health History,43528865,Are you currently prescribed medications and/or receiving treatment for traumatic brain injury (TBI)?,43530220,Are you currently prescribed medications and/or receiving treatment for traumatic brain injury (TBI)? - Yes
Personal and Family Health History,43528866,Are you currently prescribed medications and/or receiving treatment for acne?,903096,PMI: Skip
Personal and Family Health History,43528866,Are you currently prescribed medications and/or receiving treatment for acne?,43529418,Are you currently prescribed medications and/or receiving treatment for acne? - No
Personal and Family Health History,43528866,Are you currently prescribed medications and/or receiving treatment for acne?,43530112,Are you currently prescribed medications and/or receiving treatment for acne? - Yes
Personal and Family Health History,43528867,Are you currently prescribed medications and/or receiving treatment for allergies?,903096,PMI: Skip
Personal and Family Health History,43528867,Are you currently prescribed medications and/or receiving treatment for allergies?,43529422,Are you currently prescribed medications and/or receiving treatment for allergies? - No
Personal and Family Health History,43528867,Are you currently prescribed medications and/or receiving treatment for allergies?,43530116,Are you currently prescribed medications and/or receiving treatment for allergies? - Yes
Personal and Family Health History,43528868,Are you currently prescribed medications and/or receiving treatment for an enlarged prostate?,903096,PMI: Skip
Personal and Family Health History,43528868,Are you currently prescribed medications and/or receiving treatment for an enlarged prostate?,43529457,Are you currently prescribed medications and/or receiving treatment for an enlarged prostate? - No
Personal and Family Health History,43528868,Are you currently prescribed medications and/or receiving treatment for an enlarged prostate?,43530151,Are you currently prescribed medications and/or receiving treatment for an enlarged prostate? - Yes
Personal and Family Health History,43528869,Are you currently prescribed medications and/or receiving treatment for obesity?,903096,PMI: Skip
Personal and Family Health History,43528869,Are you currently prescribed medications and/or receiving treatment for obesity?,43529496,Are you currently prescribed medications and/or receiving treatment for obesity? - No
Personal and Family Health History,43528869,Are you currently prescribed medications and/or receiving treatment for obesity?,43530191,Are you currently prescribed medications and/or receiving treatment for obesity? - Yes
Personal and Family Health History,43528870,"Are you currently prescribed medications and/or receiving treatment for a skin condition(s) (e.g., eczema, psoriasis)?",903096,PMI: Skip
Personal and Family Health History,43528870,"Are you currently prescribed medications and/or receiving treatment for a skin condition(s) (e.g., eczema, psoriasis)?",43529516,"Are you currently prescribed medications and/or receiving treatment for a skin condition(s) (e.g., eczema, psoriasis)? - No"
Personal and Family Health History,43528870,"Are you currently prescribed medications and/or receiving treatment for a skin condition(s) (e.g., eczema, psoriasis)?",43530211,"Are you currently prescribed medications and/or receiving treatment for a skin condition(s) (e.g., eczema, psoriasis)? - Yes"
Personal and Family Health History,43528871,Are you currently prescribed medications and/or receiving treatment for vitamin B deficiency?,903096,PMI: Skip
Personal and Family Health History,43528871,Are you currently prescribed medications and/or receiving treatment for vitamin B deficiency?,43529532,Are you currently prescribed medications and/or receiving treatment for vitamin B deficiency? - No
Personal and Family Health History,43528871,Are you currently prescribed medications and/or receiving treatment for vitamin B deficiency?,43530226,Are you currently prescribed medications and/or receiving treatment for vitamin B deficiency? - Yes
Personal and Family Health History,43528872,Are you currently prescribed medications and/or receiving treatment for vitamin D deficiency?,903096,PMI: Skip
Personal and Family Health History,43528872,Are you currently prescribed medications and/or receiving treatment for vitamin D deficiency?,43529533,Are you currently prescribed medications and/or receiving treatment for vitamin D deficiency? - No
Personal and Family Health History,43528872,Are you currently prescribed medications and/or receiving treatment for vitamin D deficiency?,43530227,Are you currently prescribed medications and/or receiving treatment for vitamin D deficiency? - Yes
Personal and Family Health History,43528873,Are you currently prescribed medications and/or receiving treatment for asthma?,903096,PMI: Skip
Personal and Family Health History,43528873,Are you currently prescribed medications and/or receiving treatment for asthma?,43529427,Are you currently prescribed medications and/or receiving treatment for asthma? - No
Personal and Family Health History,43528873,Are you currently prescribed medications and/or receiving treatment for asthma?,43530121,Are you currently prescribed medications and/or receiving treatment for asthma? - Yes
Personal and Family Health History,43528875,Are you currently prescribed medications and/or receiving treatment for sleep apnea?,903096,PMI: Skip
Personal and Family Health History,43528875,Are you currently prescribed medications and/or receiving treatment for sleep apnea?,43529517,Are you currently prescribed medications and/or receiving treatment for sleep apnea? - No
Personal and Family Health History,43528875,Are you currently prescribed medications and/or receiving treatment for sleep apnea?,43530212,Are you currently prescribed medications and/or receiving treatment for sleep apnea? - Yes
Personal and Family Health History,43528877,Are you currently prescribed medications and/or receiving treatment for carpal tunnel syndrome?,903096,PMI: Skip
Personal and Family Health History,43528877,Are you currently prescribed medications and/or receiving treatment for carpal tunnel syndrome?,43529438,Are you currently prescribed medications and/or receiving treatment for carpal tunnel syndrome? - No
Personal and Family Health History,43528877,Are you currently prescribed medications and/or receiving treatment for carpal tunnel syndrome?,43530132,Are you currently prescribed medications and/or receiving treatment for carpal tunnel syndrome? - Yes
Personal and Family Health History,43528878,Are you currently prescribed medications and/or receiving treatment for fibromyalgia?,903096,PMI: Skip
Personal and Family Health History,43528878,Are you currently prescribed medications and/or receiving treatment for fibromyalgia?,43529462,Are you currently prescribed medications and/or receiving treatment for fibromyalgia? - No
Personal and Family Health History,43528878,Are you currently prescribed medications and/or receiving treatment for fibromyalgia?,43530156,Are you currently prescribed medications and/or receiving treatment for fibromyalgia? - Yes
Personal and Family Health History,43528879,Are you currently prescribed medications and/or receiving treatment for fractured/broken bones?,903096,PMI: Skip
Personal and Family Health History,43528879,Are you currently prescribed medications and/or receiving treatment for fractured/broken bones?,43529463,Are you currently prescribed medications and/or receiving treatment for fractured/broken bones? - No
Personal and Family Health History,43528879,Are you currently prescribed medications and/or receiving treatment for fractured/broken bones?,43530157,Are you currently prescribed medications and/or receiving treatment for fractured/broken bones? - Yes
Personal and Family Health History,43528880,Are you currently prescribed medications and/or receiving treatment for gout?,903096,PMI: Skip
Personal and Family Health History,43528880,Are you currently prescribed medications and/or receiving treatment for gout?,43529466,Are you currently prescribed medications and/or receiving treatment for gout? - No
Personal and Family Health History,43528880,Are you currently prescribed medications and/or receiving treatment for gout?,43530160,Are you currently prescribed medications and/or receiving treatment for gout? - Yes
Personal and Family Health History,43528881,Are you currently prescribed medications and/or receiving treatment for systemic lupus?,903096,PMI: Skip
Personal and Family Health History,43528881,Are you currently prescribed medications and/or receiving treatment for systemic lupus?,43529487,Are you currently prescribed medications and/or receiving treatment for systemic lupus? - No
Personal and Family Health History,43528881,Are you currently prescribed medications and/or receiving treatment for systemic lupus?,43530180,Are you currently prescribed medications and/or receiving treatment for systemic lupus? - Yes
